,kingdom,phylum,class,order,family,genus,species,query
369,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,Tillandsia mitlaensis,Tillandsia miltensis
370,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,Tillandsia mitlaensis,Tillandsia mitlaensis
371,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,Tillandsia mooreana,Tillandsia mooreana
372,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,Tillandsia zecheri,Tillandsia muhri
373,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,Tillandsia turneri,Tillandsia multiflora
374,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,Tillandsia myosura,Tillandsia myosura
375,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,NA,Tillandsia ospinae
376,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,Tillandsia pueblensis,Tillandsia pueblensis
377,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,Tillandsia purpurea,Tillandsia purpurea
378,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,Tillandsia rhomboidea,Tillandsia rhomboidea
379,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,Tillandsia rodrigueziana,Tillandsia rodriqueziana
380,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,Tillandsia schatzlii,Tillandsia schatzlii
381,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,Tillandsia schiedeana,Tillandsia schiedeana
382,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,Tillandsia secunda,Tillandsia secunda
383,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,Tillandsia straminea,Tillandsia straminea
384,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,Tillandsia sucrei,Tillandsia sucrei
385,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,Tillandsia tenuifolia,Tillandsia tenuifolia
386,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,Tillandsia tricholepis,Tillandsia tricholepis
387,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,Tillandsia utriculata,Tillandsia urticulata
388,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,Tillandsia usneoides,Tillandsia usneoides
389,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,NA,Tillandsia whrii
390,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,Tillandsia xerographica,Tillandsia xerographica
391,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,Tillandsia xiphioides,Tillandsia xiphioides
392,Plantae,Tracheophyta,Liliopsida,Commelinales,Commelinaceae,Tradescantia,Tradescantia pallida,Tradescantia pallida
393,Plantae,Tracheophyta,Liliopsida,Commelinales,Commelinaceae,Tradescantia,Tradescantia zebrina,Tradescantia zebrina
394,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Echinopsis,NA,Trichocereus
395,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Trichopilia,Trichopilia tortilis,Trichopilia   tortilis
396,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Maxillaria,Maxillaria egertoniana,Trigonidium ergertonianum
397,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Vanda,NA,Vanda
398,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Vanilla,Vanilla planifolia,Vanilla plantifoliae
399,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Vinca,Vinca major,Vinca major
400,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,Tillandsia barclayana,Vriesea barclayana
401,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Vriesea,Vriesea cereicola,Vriesea cereicola
